Area_del_Edificio,Ano_de_Construccion,Tipo_de_Aislamiento,Numero_de_Ventanas,Sistema_Calefaccion,Sistema_Refrigeracion,Uso_del_Edificio,Ubicacion_Geografica,Medidas_Eficiencia_Energetica,Consumo_Energetico_Anual
296.96607676729616,1928,Básico,15,Moderado,Avanzado,Industrial,Minnesota,1,478.7000840718201
371.8352148675888,2004,Superior,17,Avanzado,Básico,Residencial,Utah,4,297.845979527169
321.24351923223975,1959,Básico,16,Básico,Avanzado,Residencial,Maryland,3,332.39963937319567
295.1974323486036,1992,Avanzado,1,Básico,Avanzado,Comercial,Pennsylvania,9,111.162624929776
240.6446597025071,1965,Básico,1,Avanzado,Avanzado,Industrial,Vermont,9,325.90211042078
340.65235087999525,1902,Moderado,16,Básico,Básico,Residencial,Minnesota,8,93.32009784122958
246.91424506821164,1993,Avanzado,12,Avanzado,Básico,Comercial,Oklahoma,4,206.3823202469212
451.2978503519359,1947,Moderado,12,Moderado,Moderado,Comercial,Minnesota,6,346.6331423706179
483.6482422254632,2006,Superior,4,Moderado,Básico,Industrial,Iowa,9,160.33784436719156
222.5486834716,1964,Básico,11,Moderado,Básico,Comercial,Minnesota,8,147.18759857391797
406.2762671371991,1971,Avanzado,4,Avanzado,Avanzado,Residencial,Oklahoma,5,158.59707127505132
288.002713888807,2013,Moderado,4,Avanzado,Avanzado,Residencial,Maine,7,220.381795310524
305.6200524922696,1969,Superior,3,Básico,Básico,Industrial,Vermont,6,127.95074730215852
466.5184872316975,1927,Básico,7,Avanzado,Avanzado,Residencial,Oklahoma,8,211.9852661297409
81.96622618904912,1966,Avanzado,17,Moderado,Moderado,Industrial,Utah,8,207.044143760808
89.20818486569331,1964,Avanzado,6,Moderado,Moderado,Residencial,Pennsylvania,6,186.1563087409533
59.09827884814658,1904,Superior,1,Avanzado,Moderado,Industrial,Iowa,2,195.62198449931944
424.6789304965721,1975,Avanzado,18,Básico,Avanzado,Comercial,Utah,5,352.9486888370695
400.1705379274327,1942,Básico,10,Avanzado,Avanzado,Comercial,Georgia,6,353.00993918550216
441.5054667110686,1931,Superior,9,Básico,Moderado,Industrial,Pennsylvania,1,240.2705272671872
490.3782540047438,1992,Avanzado,4,Moderado,Avanzado,Comercial,Maryland,10,92.54892408544286
409.6213538975256,1984,Avanzado,10,Avanzado,Básico,Comercial,Oklahoma,1,287.2397928046225
257.6657130138193,1940,Avanzado,13,Avanzado,Básico,Comercial,Maine,9,214.43804300379807
401.23812932890496,1905,Avanzado,10,Avanzado,Básico,Industrial,Oklahoma,5,310.5327764118393
103.22349164101996,2000,Avanzado,6,Moderado,Básico,Comercial,Pennsylvania,8,94.789066004783
337.9644595973857,1967,Moderado,0,Avanzado,Avanzado,Comercial,Minnesota,3,320.949222627563
114.50897933407089,1923,Avanzado,17,Básico,Moderado,Industrial,Minnesota,6,376.1451723148173
475.1010126723128,1929,Básico,4,Moderado,Avanzado,Comercial,Iowa,2,282.27605794065613
284.8317447875322,2016,Superior,5,Básico,Básico,Comercial,Maine,6,86.48854912626723
236.59787299573563,1993,Avanzado,8,Moderado,Moderado,Residencial,Georgia,10,78.8310008944005
169.0500254470821,1934,Avanzado,15,Avanzado,Moderado,Residencial,Minnesota,8,155.08385395928863
398.4051602453975,1987,Moderado,17,Avanzado,Avanzado,Comercial,Michigan,4,406.68156604042497
255.26764949744685,1961,Moderado,18,Básico,Avanzado,Comercial,Maine,8,373.4314385578748
305.7952769908918,1938,Básico,16,Moderado,Moderado,Comercial,Maryland,5,405.277598312721
58.45541019635981,1951,Básico,13,Moderado,Avanzado,Comercial,Iowa,5,292.5481470959815
327.9359736841447,2007,Básico,1,Avanzado,Básico,Industrial,Michigan,3,189.59133929746363
325.4430752250896,1955,Superior,16,Básico,Básico,Residencial,Georgia,9,91.8058535831313
327.6202985936406,1996,Superior,9,Avanzado,Moderado,Industrial,Georgia,7,288.8274323118787
474.6866353315809,1971,Moderado,15,Avanzado,Avanzado,Comercial,Minnesota,1,524.107746210975
356.81913459656755,1980,Moderado,8,Moderado,Avanzado,Industrial,Maryland,8,356.7225745360369
211.7785552582037,2004,Moderado,8,Básico,Avanzado,Industrial,Oklahoma,9,280.12658293770744
246.66437920970367,1925,Moderado,7,Básico,Básico,Residencial,Maine,6,195.24208480129005
363.9340381672692,1946,Moderado,5,Básico,Avanzado,Comercial,Pennsylvania,5,263.9305752945506
77.10146223317142,1949,Moderado,4,Avanzado,Avanzado,Comercial,Michigan,1,310.3051201927577
350.04502195055045,1948,Moderado,5,Básico,Básico,Residencial,Pennsylvania,8,14.527837079264856
351.7870413281717,1914,Moderado,3,Básico,Moderado,Industrial,Iowa,9,165.80406158801716
144.6721524832284,1968,Básico,6,Moderado,Moderado,Comercial,Oklahoma,7,266.0715107989871
108.01683394468398,1962,Moderado,12,Moderado,Avanzado,Residencial,Iowa,4,375.4074909301195
191.94275791588277,1904,Básico,14,Avanzado,Moderado,Comercial,Maryland,9,287.1876927379012
213.66984692418015,1927,Moderado,19,Moderado,Básico,Residencial,Maryland,8,293.128667174826
306.5885466880458,1944,Superior,13,Básico,Avanzado,Residencial,Michigan,2,202.12697498958997
247.37068105804417,1968,Moderado,3,Moderado,Básico,Comercial,Minnesota,3,161.6683528860565
494.76822712665177,1906,Superior,0,Moderado,Avanzado,Industrial,Oklahoma,3,259.1171369599816
95.92016483661264,1942,Básico,2,Moderado,Moderado,Residencial,Pennsylvania,7,92.24742986604078
143.9945402426756,1924,Básico,8,Avanzado,Moderado,Comercial,Iowa,8,277.4637048025689
122.58928304824832,1956,Básico,7,Moderado,Básico,Residencial,Iowa,1,102.98574597997286
343.8987464594293,1952,Superior,6,Básico,Moderado,Comercial,Utah,10,110.97400275770896
163.98122114290194,1947,Moderado,6,Avanzado,Avanzado,Comercial,Maryland,10,249.59718022229023
259.83984778533784,1948,Superior,0,Básico,Básico,Comercial,Vermont,9,40.56747416062871
159.99151640072125,2019,Avanzado,13,Básico,Básico,Residencial,Vermont,8,98.73907633232338
121.53631264048389,1931,Moderado,13,Moderado,Moderado,Industrial,Minnesota,4,418.40967873678807
99.6688135239373,1924,Avanzado,10,Avanzado,Básico,Comercial,Pennsylvania,2,279.3751392354523
345.34831525937307,1984,Avanzado,12,Básico,Avanzado,Comercial,Vermont,7,258.8016271288337
112.1823281068762,2011,Moderado,13,Moderado,Avanzado,Comercial,Vermont,3,318.4451185959747
138.46206275602407,2009,Moderado,13,Avanzado,Básico,Comercial,Pennsylvania,1,320.3617323973361
215.92632679743383,2002,Básico,3,Básico,Moderado,Comercial,Minnesota,4,213.3527020412587
419.4469534315708,1954,Avanzado,13,Moderado,Avanzado,Industrial,Iowa,10,419.0948933001098
93.69557410687756,1904,Moderado,17,Avanzado,Básico,Industrial,Oklahoma,4,393.03420633243576
427.07520837446174,1938,Moderado,5,Básico,Básico,Residencial,Maryland,3,155.47631328315225
93.24428355228338,2004,Avanzado,17,Avanzado,Avanzado,Residencial,Oklahoma,10,192.9728370477814
489.40675925602807,1958,Moderado,12,Básico,Moderado,Industrial,Maine,4,355.18438933551704
260.8930407414657,1959,Avanzado,13,Moderado,Avanzado,Residencial,Oklahoma,7,221.1206982896421
489.5424896856517,1929,Avanzado,7,Básico,Básico,Comercial,Pennsylvania,1,264.5642255332566
322.1804838852707,2022,Básico,4,Moderado,Moderado,Residencial,Pennsylvania,9,94.81135615626258
382.66861072923575,1962,Moderado,13,Avanzado,Avanzado,Comercial,Michigan,2,359.6406541122002
67.6345065144443,2000,Básico,17,Avanzado,Avanzado,Residencial,Pennsylvania,5,329.95635140496984
177.26313315938432,1903,Superior,19,Básico,Moderado,Comercial,Iowa,7,214.82502908810824
104.088452545926,1902,Básico,4,Básico,Moderado,Industrial,Utah,9,171.8950357281096
183.2630888849652,1901,Avanzado,7,Básico,Avanzado,Industrial,Vermont,6,257.9097913287682
103.42747352940982,1950,Superior,19,Avanzado,Básico,Residencial,Utah,10,309.9564224946812
193.0924307272892,1914,Avanzado,2,Avanzado,Moderado,Residencial,Vermont,1,158.9609874497533
236.41834753160148,2019,Avanzado,12,Moderado,Moderado,Industrial,Minnesota,7,202.4470408620608
78.86637335695296,2002,Básico,4,Moderado,Básico,Residencial,Maryland,7,63.8722845846725
361.6124537165089,1929,Básico,17,Básico,Avanzado,Residencial,Michigan,6,325.55337959794247
304.9706543929588,2001,Avanzado,8,Básico,Moderado,Industrial,Georgia,2,288.3261857833113
169.42527092275043,2001,Avanzado,3,Avanzado,Moderado,Industrial,Pennsylvania,3,247.45120889072223
285.46162406001486,1961,Avanzado,8,Básico,Moderado,Comercial,Minnesota,9,103.24887012540732
92.27322984129876,1924,Superior,12,Moderado,Avanzado,Comercial,Oklahoma,6,221.88534103028587
309.17592300028065,1923,Avanzado,13,Avanzado,Moderado,Comercial,Oklahoma,2,304.6416509556502
468.1832889092963,1988,Moderado,10,Moderado,Moderado,Residencial,Iowa,6,191.3436789763767
193.35602860309564,1940,Básico,15,Moderado,Moderado,Industrial,Michigan,8,368.310802091037
350.33467098365674,1904,Básico,3,Básico,Avanzado,Comercial,Georgia,8,129.51791488773122
109.30903808197648,1914,Superior,18,Avanzado,Básico,Comercial,Maryland,4,304.29585005745935
372.3472418533545,1964,Básico,0,Básico,Básico,Residencial,Vermont,4,70.86101022158354
180.2327418262405,1927,Moderado,3,Básico,Avanzado,Industrial,Michigan,6,245.3978181517969
132.43611290320257,1902,Superior,9,Básico,Moderado,Comercial,Pennsylvania,10,50.90697509685933
313.9308206645374,1942,Superior,15,Básico,Avanzado,Industrial,Maryland,3,336.60948993081774
59.0483957843721,2016,Superior,4,Básico,Moderado,Comercial,Maryland,2,192.4476652350428
423.0230131478134,1991,Moderado,18,Avanzado,Moderado,Industrial,Pennsylvania,8,480.24902912639214
52.11296428664618,1979,Básico,6,Avanzado,Básico,Residencial,Iowa,10,33.42475031128707
355.0174415583036,1987,Avanzado,13,Avanzado,Básico,Industrial,Michigan,3,287.3192892219057
171.5035879364742,1919,Avanzado,18,Moderado,Moderado,Comercial,Vermont,10,265.0314612780302
380.8373099551677,1967,Moderado,11,Básico,Básico,Residencial,Utah,2,201.21567422278665
482.9848453028472,2005,Moderado,8,Avanzado,Moderado,Industrial,Oklahoma,4,345.6505918248383
161.9389145839811,1924,Superior,17,Moderado,Moderado,Comercial,Michigan,3,322.8054188532939
309.2708004880266,2005,Superior,19,Avanzado,Moderado,Residencial,Maine,5,353.5404712519918
316.41886907232754,2018,Superior,16,Básico,Básico,Residencial,Georgia,8,151.00748100531757
307.513357605893,1982,Moderado,17,Moderado,Avanzado,Comercial,Maryland,4,443.39557124886767
150.38673468827824,1938,Superior,13,Básico,Básico,Residencial,Georgia,1,104.71856510682832
478.7370551826433,2008,Moderado,0,Avanzado,Avanzado,Comercial,Pennsylvania,10,194.49720869114236
251.20642037793232,1911,Básico,18,Básico,Moderado,Residencial,Maine,8,272.11610166684505
430.8839026120076,1900,Básico,5,Moderado,Avanzado,Industrial,Maine,8,189.690073562774
364.7656738928769,1949,Superior,9,Moderado,Avanzado,Industrial,Michigan,2,347.5761532614964
183.84662788481012,2009,Básico,7,Básico,Avanzado,Residencial,Vermont,7,170.72899595165188
416.2090188661148,2013,Superior,7,Avanzado,Avanzado,Comercial,Georgia,1,356.47083622021165
228.42758338114308,1932,Superior,7,Avanzado,Avanzado,Comercial,Iowa,2,175.89960496860377
446.49643870002274,1994,Superior,14,Moderado,Básico,Comercial,Pennsylvania,9,76.37824009805229
311.57279268613644,1905,Avanzado,6,Básico,Moderado,Comercial,Michigan,2,248.05269358599625
446.78091283468376,2014,Básico,8,Moderado,Básico,Comercial,Minnesota,3,276.04768659777795
361.63921553499466,1954,Básico,15,Básico,Avanzado,Residencial,Michigan,6,282.7391469847452
376.3644259188382,1900,Básico,6,Avanzado,Básico,Comercial,Oklahoma,8,194.0388070711786
275.59597186701603,1958,Superior,5,Avanzado,Moderado,Residencial,Vermont,10,79.6966775709353
480.2376356254508,1927,Moderado,6,Moderado,Avanzado,Comercial,Maryland,4,224.94729193777803
339.79558965333683,1951,Superior,18,Avanzado,Básico,Industrial,Pennsylvania,1,447.6028403161852
240.73477185118085,2006,Avanzado,11,Básico,Avanzado,Industrial,Maine,10,252.48402253811275
322.87694635756594,2022,Superior,8,Moderado,Moderado,Industrial,Maryland,10,251.97009268673696
58.63693923920009,1962,Avanzado,7,Básico,Avanzado,Industrial,Maryland,2,243.51083959456415
185.7086675035472,2010,Avanzado,3,Moderado,Básico,Industrial,Utah,10,179.84352999711552
347.07809187170824,1961,Avanzado,18,Básico,Básico,Comercial,Michigan,9,210.98841170364312
180.53492324469985,2007,Superior,16,Avanzado,Avanzado,Residencial,Vermont,7,251.51981554770123
328.1069430494787,1994,Avanzado,15,Moderado,Básico,Comercial,Georgia,4,267.718269379166
242.9459154255948,1976,Básico,11,Moderado,Moderado,Industrial,Maine,5,389.3656495391889
110.9633289001026,1959,Moderado,18,Básico,Básico,Industrial,Utah,10,311.9354374926849
184.22704668021385,1938,Moderado,4,Avanzado,Moderado,Industrial,Iowa,8,323.7141046610931
306.4842098155692,1946,Avanzado,1,Básico,Moderado,Residencial,Oklahoma,9,12.953962280737358
315.89274256167795,1931,Moderado,7,Moderado,Moderado,Industrial,Oklahoma,9,345.64056896117506
308.44636198231046,2018,Superior,19,Avanzado,Moderado,Residencial,Maine,3,301.3821391115142
343.9403689357101,1950,Básico,11,Avanzado,Avanzado,Industrial,Oklahoma,1,441.2895349324865
343.44647150076,1937,Superior,6,Moderado,Avanzado,Comercial,Utah,7,198.69330454549527
244.1382959452883,1939,Básico,0,Moderado,Básico,Industrial,Iowa,2,182.4125929604893
453.4459681329784,2008,Superior,5,Moderado,Básico,Residencial,Iowa,10,-5.861575595343112
215.40284152155343,2015,Avanzado,13,Avanzado,Avanzado,Industrial,Georgia,6,372.6690885566565
246.13921636953208,1994,Moderado,7,Moderado,Avanzado,Residencial,Utah,10,179.64197297135243
451.3655097570525,2013,Superior,19,Básico,Básico,Industrial,Maryland,2,359.72128713996017
412.7872950707386,1900,Avanzado,4,Avanzado,Básico,Residencial,Minnesota,9,69.93408303738984
366.7498625931648,1949,Básico,17,Moderado,Avanzado,Industrial,Georgia,5,569.2017806862532
95.1020992905355,1900,Básico,6,Moderado,Básico,Residencial,Georgia,8,185.9241878161416
463.7671761851031,2001,Moderado,11,Avanzado,Básico,Comercial,Utah,4,318.77980653676235
371.40858479710016,2013,Moderado,19,Básico,Avanzado,Comercial,Oklahoma,10,373.8183729965441
499.4811529555399,2019,Avanzado,1,Moderado,Básico,Residencial,Maine,7,78.94609407504927
117.2517370960972,1960,Básico,12,Avanzado,Moderado,Residencial,Utah,7,183.31146077062837
440.6567258156964,2007,Básico,7,Moderado,Moderado,Residencial,Michigan,2,293.708724065905
123.12182060436866,1926,Superior,15,Avanzado,Moderado,Industrial,Vermont,1,373.1501330596984
327.0018039277299,2000,Moderado,14,Moderado,Moderado,Residencial,Minnesota,8,124.0739177454554
105.71899228224868,2005,Básico,19,Moderado,Avanzado,Residencial,Michigan,2,449.6442763930951
431.6037031950055,1964,Avanzado,8,Moderado,Avanzado,Comercial,Michigan,5,352.88524903915874
413.2935314262548,1947,Avanzado,4,Básico,Básico,Residencial,Pennsylvania,8,-28.193443256255637
306.095332376567,1952,Básico,13,Avanzado,Moderado,Comercial,Maine,9,257.2078007027893
233.23248375169985,1936,Básico,8,Avanzado,Moderado,Residencial,Iowa,2,253.1110369385308
81.12514795481212,1987,Avanzado,9,Moderado,Avanzado,Comercial,Vermont,7,178.52300685883253
363.8429479150536,2005,Avanzado,18,Avanzado,Moderado,Comercial,Iowa,4,472.7810475216531
254.09420720513097,1957,Superior,18,Básico,Básico,Industrial,Michigan,5,299.1332982480624
374.9250197616566,1999,Avanzado,7,Moderado,Avanzado,Industrial,Utah,1,334.62867684757214
439.8720466678831,1926,Básico,7,Básico,Avanzado,Industrial,Michigan,7,332.8996331023291
488.9846772512986,1955,Superior,11,Avanzado,Moderado,Industrial,Maryland,7,279.55598356057726
435.111504076675,1957,Superior,5,Avanzado,Avanzado,Residencial,Minnesota,9,155.59841297114733
55.27133788325089,1982,Moderado,7,Avanzado,Moderado,Industrial,Maine,9,302.9771931275938
211.99012901526376,1921,Avanzado,12,Básico,Básico,Industrial,Pennsylvania,6,263.03011006395155
378.4957530908261,2010,Avanzado,10,Moderado,Básico,Industrial,Georgia,1,319.50588448175534
127.23335476764824,1969,Avanzado,1,Moderado,Moderado,Residencial,Georgia,9,97.73628882414444
284.46647279185817,1999,Básico,16,Moderado,Básico,Residencial,Oklahoma,5,270.0030724649993
74.45209475266414,1954,Básico,18,Básico,Avanzado,Comercial,Maryland,6,254.48300758358027
139.99843620338004,1984,Moderado,2,Avanzado,Avanzado,Industrial,Vermont,2,474.4047094475725
58.33480750727629,1921,Avanzado,17,Avanzado,Avanzado,Residencial,Vermont,5,336.11447571826653
407.16396651083926,1984,Básico,6,Moderado,Moderado,Comercial,Iowa,9,331.37825175884745
150.76610962717106,2008,Moderado,11,Avanzado,Moderado,Comercial,Michigan,3,329.6734313802982
205.40825631360624,2015,Moderado,3,Avanzado,Básico,Residencial,Maine,2,188.12661365276065
467.6365820595159,1940,Superior,19,Avanzado,Moderado,Comercial,Utah,10,234.4706792703368
366.9864808655897,2019,Básico,13,Básico,Básico,Industrial,Iowa,4,324.40958679998056
64.32751828908853,1914,Avanzado,6,Avanzado,Básico,Comercial,Pennsylvania,7,242.78907995702457
124.11237042406074,1969,Básico,3,Avanzado,Básico,Comercial,Maryland,7,166.81829804075988
329.6652806748936,2004,Básico,0,Avanzado,Moderado,Industrial,Minnesota,3,212.3792916590113
309.75286487187543,1918,Básico,11,Avanzado,Básico,Industrial,Georgia,10,267.0898041322838
157.05176961852888,1934,Superior,4,Moderado,Avanzado,Industrial,Oklahoma,1,249.39006906275864
470.3962990661572,1924,Superior,5,Avanzado,Básico,Industrial,Maine,9,161.75485059552784
326.2846801846532,1974,Avanzado,12,Moderado,Avanzado,Comercial,Iowa,1,388.2070113895991
291.03476136123123,1914,Superior,2,Básico,Moderado,Comercial,Minnesota,1,165.06412758905023
315.4594893595569,1974,Moderado,17,Básico,Moderado,Comercial,Maine,5,227.52821420166543
378.5549132825464,1915,Avanzado,14,Avanzado,Básico,Comercial,Georgia,8,247.4993620310068
190.37524796582085,1923,Superior,9,Moderado,Moderado,Comercial,Maryland,9,229.92583091106937
229.19947799724136,2005,Avanzado,14,Moderado,Moderado,Industrial,Georgia,6,289.06704784081
144.42968703880496,1965,Básico,5,Avanzado,Básico,Industrial,Iowa,6,359.4137092204192
133.78685264615126,1962,Moderado,16,Básico,Básico,Residencial,Maryland,6,198.35342948076743
474.9675754927701,1931,Avanzado,6,Avanzado,Moderado,Industrial,Oklahoma,9,289.4576343043157
382.7978577721794,1900,Básico,13,Básico,Avanzado,Industrial,Michigan,3,402.5604901021581
270.7064638779052,1944,Moderado,19,Moderado,Básico,Comercial,Pennsylvania,10,241.60258571274065
152.33658258799545,1954,Moderado,9,Básico,Moderado,Industrial,Michigan,6,192.55707830605604
164.46041679667684,1967,Avanzado,11,Avanzado,Avanzado,Industrial,Michigan,3,354.54613141483765
76.11312214574403,1965,Básico,5,Avanzado,Básico,Residencial,Vermont,5,154.2105480680603
245.48748150115435,2018,Avanzado,3,Básico,Avanzado,Comercial,Iowa,7,137.42083322328097
190.30814689734612,2004,Avanzado,15,Moderado,Básico,Comercial,Iowa,10,205.28942672613297
363.3545699669568,1940,Avanzado,10,Básico,Moderado,Residencial,Oklahoma,5,250.96240029213675
219.9883276816164,1924,Superior,6,Básico,Básico,Comercial,Maryland,1,177.0883034883476
130.82165490183564,1995,Básico,6,Avanzado,Moderado,Residencial,Vermont,1,302.96033098178395
61.10542777609905,1927,Básico,3,Avanzado,Básico,Comercial,Georgia,5,117.2229254158467
80.26233415846187,1938,Superior,6,Avanzado,Moderado,Industrial,Minnesota,8,269.5004576667664
355.72674807435527,1949,Básico,13,Moderado,Moderado,Comercial,Pennsylvania,6,315.1183242176245
254.1635800502204,1983,Básico,13,Avanzado,Básico,Comercial,Utah,4,388.1273287191864
291.460644998925,1926,Básico,17,Básico,Avanzado,Residencial,Maine,7,279.3192902257119
453.50208186815394,1912,Superior,8,Moderado,Moderado,Industrial,Oklahoma,9,288.1135277626188
495.65252632851696,1985,Superior,1,Moderado,Moderado,Comercial,Georgia,9,79.23002020735566
147.60364297931326,1957,Básico,8,Avanzado,Básico,Comercial,Utah,10,189.9574949413607
348.3851913950453,1923,Moderado,1,Básico,Moderado,Comercial,Georgia,2,154.10792060088312
168.49506953171775,1941,Superior,16,Avanzado,Moderado,Comercial,Utah,4,361.4827434051194
59.29294975957791,1933,Avanzado,8,Moderado,Moderado,Comercial,Pennsylvania,9,178.32102775793402
391.2703942262637,1928,Moderado,16,Avanzado,Básico,Residencial,Pennsylvania,7,251.44260939282208
194.00771787011053,1944,Avanzado,12,Moderado,Avanzado,Comercial,Utah,1,391.9247800345257
222.5587523773541,1986,Básico,7,Básico,Moderado,Residencial,Maryland,5,204.1508006785789
